id_text	id_label
-1.6659440362832287 0.042620004130300176 -0.1884302533700935 0.8347759241499351 0.48360181974416616 -0.24226842697115714 0.6261749075990386 0.5143147833607393 0.9877087511495451 0.1892904341384549	2
0.845582055818438 -0.8538954268040135 0.8265134374011486 -0.08481771343431221 -1.301322974473247 -0.0057978005133884625 -1.2222478763665587 0.10844007705559036 -0.38995456780713533 -1.3486806645817515	1
-0.2453097497383101 0.24241079376638786 -0.42381543506753194 0.7230670270813346 -0.07612719689277608 -0.3061294316401094 0.8349171550249439 1.1462078205822634 0.979188596584395 1.5668394681061746	0
-0.4567172832647195 0.12378870403315215 -0.48000655876448073 1.3239223879913462 0.5940065629861413 -1.134015719641458 0.9292812682502292 -0.2633362636487133 -1.37075969202816 0.9432888905617822	1
2.995341737316575 0.7731859829081431 0.1749494151217772 1.4768969115888524 1.1219634263273557 0.6722220584547823 0.5760261344956934 -0.27638378205471037 0.1729582862135453 0.3109886210595981	1
0.9770186961542128 0.26199781739431766 -0.3416238148076778 1.2929442931916342 1.4189710376191083 0.32594434242989156 -1.2454206466551299 0.4071083847398348 0.09856981659781361 1.6305121151332809	0
0.7562378074458107 -0.25188080601385954 0.40416622777068334 -0.17228089052776024 2.0477288873531028 -0.09702431515348053 1.3377715748814922 -0.716650325316625 0.17615574121718824 -1.4089286072598932	1
-1.2920733313591264 1.622844412559651 -0.20208745117014326 -0.20988288064014415 1.0096060001307157 -0.1867933871094989 -1.5488320679627765 0.6485918970826745 0.5154563530780292 -0.6859871411964974	2
0.641736082434992 -1.4222848792227045 1.5513833627540863 -0.4678657419806427 0.9332096026664142 -0.25707133336636034 2.56840681899305 -0.3398999354026594 -0.15015335514149586 0.32750001922778504	1
1.2045065378278115 -0.7238424905968932 -0.40645731285704756 1.9196348899390885 0.6216222902445596 1.3797520507761865 0.6534264709084852 -0.3226568746491869 -0.5324401679581797 0.5646973064683257	1
0.7260954531564434 0.4361619734543401 0.8092396552225665 -0.3142136246191395 -0.08100209976580791 -0.664945588671875 0.09466105440739167 -0.8380689705395858 -0.45276217004387975 0.7954809742493242	0
1.3251349600527436 -1.2861586244942749 1.0843050390940916 -0.5119191217691732 -0.6488861751138387 -0.8826920787040944 0.22776741364237257 -0.5354944520837772 2.1430695172072354 0.509083367000595	0
-0.08863710300698657 1.9836949757922928 -0.21132735870970526 1.1197577320101981 0.903383479079529 -0.6472230462660346 1.012507068275846 -0.13732305763680225 0.7040927908142282 -0.355554252901369	0
1.4563743566942582 -0.15019414523655278 0.012087342826310049 0.2853965359045243 -0.4312862546105568 -0.7209823826366724 -0.04071528677201958 -0.9573798579058295 -0.35337399556971405 -1.2639993350819012	1
0.9066669611288166 -0.8343066000673602 0.8503987109363649 0.5419830221786361 -1.541678601160283 0.08812605047401675 1.177832826200805 0.19342370597206987 0.08886454936954963 0.8645617690159983	0
0.3172625719953301 -1.3342335756816033 -0.9771695267906313 1.181141492626081 -0.9033022971619917 2.5243329827020027 -2.219582661341822 0.3982355656714588 0.46729740845609624 -0.20755548284673608	0
1.1734278839642094 -0.8342276635833383 -0.44191419940586263 -0.9254663865282957 -0.40692942925733644 0.33426938251809296 0.004173216266596974 1.5327976604774576 -0.12604318026136357 1.2743283600316484	1
-0.7246415400114713 -0.47672095049408403 0.5773174007784964 0.6206933050434429 0.4363995941092335 0.6429064896803505 -1.9962528195101688 0.06244181884544703 0.06373743555397968 0.6698513019518995	0
2.6032415270717997 -0.39651013050409456 -0.977335524969829 -0.43491477591132655 0.28387896430820236 1.4262103470412293 2.7515468680545365 1.004676699019448 0.07937460269559501 1.5518940473514589	2
-0.7580686960600997 -0.025983740370420727 2.4359358981217456 0.5071184289670185 -0.4475283312165744 0.2733434760467632 1.5829764479978616 0.571651499793661 2.446005169293079 0.9588002997136753	1
0.33630729685453487 0.9813805164796852 -1.1474537332125 1.2973957865080161 0.7971070778345117 0.9503314771790108 0.1930894759578226 -0.06479784454191673 0.3274926214567649 0.8962433792608424	2
1.6274184022679576 -1.0408148047654489 -0.9035560435383478 -0.04564392955173252 0.13199538330859895 -0.4555288931492698 -0.13127674638623393 -1.513316564562388 1.551242295421327 0.119862988150637	1
-0.2211948469692584 0.9214581056970778 0.38185376540958194 1.7108821760606814 1.299493788083613 0.5093850639391446 -1.2993682373480013 -1.0250421149003008 0.4545830375333065 -0.19570912659572687	0
-0.5649190888337153 -1.1434846814981885 0.5646357504002775 0.8195468392767981 2.413089948565628 0.8636486557756398 -0.05305465429527795 -0.23638509042601674 -0.5616721881147553 1.5477670847352025	2
1.911008688208647 -0.22686960250778004 0.28004747490841897 0.3171969477340222 0.18809778548488598 0.11296521543701118 -0.8716746687769281 1.1016330345307583 0.198345317245287 1.343983466909076	0
-0.9944571764037027 -1.6936834091240687 0.47082466465600015 -1.6819500036977386 -2.0128072817389904 0.2850275726215482 -1.3409241450740104 1.9677095447351987 0.1910279906685996 -0.004776908814176306	1
-1.1478701748693108 -1.058830739264017 -0.5671337677455185 -1.5393393682713328 1.8560384037674162 0.926809262508159 -0.19533363476648552 -0.6072810027252015 0.7149798504026257 1.4294640458191137	2
-1.2403646146775862 0.9996854949092517 1.2563962399019584 0.5182234936035328 -1.0912872568228953 0.4735368631985124 1.9877913709250226 1.087613216282799 -0.7697399070047752 0.6024440911537741	1
-0.4207180346346998 1.4755014410782201 -0.22886420825202425 -0.5645737595408271 1.5743371722578914 0.8382544849656987 -0.9786757790835003 -0.5803365474648142 -0.8470939400451272 -0.7360884554361106	2
1.597774713083704 1.3747607523621581 0.3029037208580578 1.5495554172968782 -0.4924001894160762 -0.2576378220527491 -1.008812675138316 0.5814264907654506 0.2085212954415563 -1.283730404505231	2
0.13304159835544302 -2.1545332796953978 1.7031734346238863 -0.06439694951779235 0.8125430827578585 0.8713054331560781 -0.5618254976875158 1.1631151589628879 -0.2704617166168465 1.1105337079189819	0
2.286204907484459 -0.666144417991596 0.0660488090076361 1.585547558748821 1.069467634642932 1.6971720678178455 0.03457036351965123 -0.7502863122222552 -0.09221098606417233 0.9659483917626235	2
0.6901428095789608 1.957297631909185 -0.7258139888780208 -1.963651800706538 -0.360252381114186 1.936999945536281 0.4772821255315643 -2.6825039595753353 -0.20301615329402928 -0.013584856647921195	0
1.7186062937492117 -0.17222025601544244 0.4115596594275873 -0.10608166108316025 -0.2025371987722024 1.0103172364202595 1.0699131241241828 -0.8798330473368865 1.2220778904969811 2.394755514014277	1
1.1878610376337377 -0.9928826106904682 -0.0306135234222647 0.9135280452489706 -1.623335577295445 2.101326619760944 2.3240666365468026 -1.2880757960189773 0.2448301811874713 -0.7574444495941806	0
-1.5399070808472641 -0.19448989851712173 0.33144166912465534 0.4466187264015957 0.6707378293102196 0.5636604354470176 0.16598449313737934 0.523693678914481 1.2094046370066247 -0.9404831349832687	1
-0.7834484334159602 -0.511804908407951 0.6539144348088572 1.1474074156009748 -0.7641421856092068 0.5945396524029218 0.998212804779222 0.5729399611693242 1.3469544204873793 1.6554154065782336	1
0.4521458861305888 -0.3610149215513585 -1.095740141616221 0.9459095537205527 1.5988213949877021 -1.1120888140808933 1.8031883625505825 0.33932776816849947 0.2030337800651117 0.6337027274917358	2
1.3913706809310433 1.1877278759307144 -1.5373706548731532 -1.2108100034155929 0.48595377572304077 1.4469265065986632 0.9321458935486813 1.214693117739344 0.7942096712248222 -0.37624535235141476	0
2.0886996698211613 0.9926340798608386 0.22302435167269832 0.11807525092306126 -0.5714993653532728 -0.5843017946216684 -0.7369309404408695 1.3140529793584677 0.4406307138282166 2.6882494560027	2
0.03011647403044221 0.10714810910543388 0.9060191212177696 -0.4286182451296975 0.855255762344781 1.195471356450042 0.8343346238216659 -0.11768182210367395 0.21352116568266863 1.5140615474882795	2
0.11481415432403796 -0.09839764271479712 -0.004710387976523234 0.39060911243501184 0.8549617798817951 0.3546659254414505 0.21033962695511296 0.6388761785637664 1.5111760659626845 0.33575658142486453	2
0.8978656251617757 0.24026626549264696 -0.15131162501955264 -0.5420880345209446 -0.7204999653412908 -0.516711426141785 1.438370273070841 2.3701838221039027 0.5411421545868527 0.3355252736930028	2
0.4488728475411866 -0.13699643565060737 0.13241673636211074 0.11520282458476452 0.8405795403478841 0.3721543172605466 -0.5284761050948469 0.9368197525885674 0.6471201861191404 0.18900442118458444	1
1.3008548945849472 0.7513360020446339 -0.20159978464495287 -0.27348755799524094 -0.1942355633678997 -0.4754405397832071 0.061387367363906625 0.8027080701309702 1.338762920014395 -0.45514608538718215	0
-0.9926418022897225 2.273863402425272 -1.2056550907146155 1.0884514988771161 -0.6623759331458698 -0.9481754537773779 -0.04331656871702322 0.3926087297748293 0.45578962230967 -0.1215608562521428	1
-1.2484635637226402 -0.06547917421673127 -1.0637341208662878 0.3927490524915885 -0.809481829732239 -0.2926739454553581 1.3863070744618256 -0.6248467967239806 0.3543497584366907 0.0039051194240589393	0
0.8711353074354015 -0.3591690665357863 1.8262677241945393 1.1541477286716098 -0.8525088959303173 -0.8932869378061177 1.5539311124804427 0.5789596268986275 0.9772577347271599 0.44183070001468944	1
0.23758675600652426 -0.46827979889848026 -0.7016792845164038 0.7678368853976141 2.2976802547150283 0.6472573883551321 -0.7855613100670853 0.6587774625891052 0.36319181724605953 -0.2542685631473127	1
-0.8580253163839624 0.8685504563550425 1.5231891790177599 -0.11444830905850267 1.439358308872299 -0.34989821210821004 -0.27394793880390067 1.0589188957863467 0.6708750628611819 0.6872595336747171	1
0.6941033356147952 0.6750265089456645 -0.38328286910907283 -0.7294641600373822 -1.0089427167172418 -0.5579673203473673 -0.6231948816694323 -0.13088294422517055 0.6025368441559411 1.1481217858122497	1
0.4756442131477304 1.548505885248382 0.6695992855071533 1.5895531616322862 -0.6879682505443697 -0.8113237961279252 -1.8218463032441452 -0.2478285972385954 -0.5349738359881488 0.6089167834348428	0
1.910720131705892 1.4999852531339881 -2.250100226457808 -0.42121144553335366 -0.467692995075796 -0.5187414238556391 0.6234038480933806 1.2713466140146272 0.8230116889896422 -1.2033981095344937	2
-1.635534211713506 -1.0702994380604396 1.056176747977036 -0.9868600057733041 0.2164487074700879 1.1405355363069847 -0.5714200309534346 0.834868010316202 1.2631254574624904 -0.42180737414969627	0
-0.8400734502853668 1.7124040184109408 -0.5604537547835754 0.07089777865779764 -0.6012212465063418 -0.21193483239132993 1.0926310903863166 0.001056398242476192 -0.7822201076549431 0.13969921558861367	0
-0.4711982925312117 -0.9362178254438429 1.868048693752714 -0.04861898021232369 -0.8463222546535547 2.1278416426005373 -0.48192828586066994 0.041931710222194746 1.2028605881063492 -0.7744794152755339	0
-0.18349790956290796 -0.13651799022544475 -1.3631370892696804 -0.2136399595177494 0.7707513315486774 0.8091382670106746 0.21810174647417657 -0.10545208185356214 0.46930808457473683 -0.22515470495524076	0
0.3133122885473592 0.7023831472591919 0.13360996397601022 -0.19492161189764767 1.0849018646228736 -1.2312132656461807 -0.5612334277932579 0.5099632227237494 -1.039482850143219 -1.5261409589498043	2
0.8741301550311952 1.0973571465145673 1.0457371936706275 -1.8762912642283953 -0.5303206397785986 -0.4481695844438347 -1.5532639282795329 0.14049621980712432 1.1179664557851856 0.46925461346680886	2
0.4242248867464 -0.6765151500285206 -0.6733790418250476 2.2217693013303554 -1.3318215583937776 -0.18461298357456835 0.39231611228887575 0.2817470084819815 -0.23334101999610007 -1.0676928346722419	0
-0.7400778603938486 -0.07465018214385871 -0.033485986433369086 1.7785103532019948 0.3110154039281516 1.7116657001066444 0.9145140149755098 1.0638460660930953 -0.6095341653568452 0.6368212769275088	1
0.5593756330559956 -0.06738276326681036 0.4941565898307616 0.1316832618837651 1.4883792258336828 0.30975897584537226 -0.2404194873746564 1.179878026998527 1.6407445604801156 -1.4576999084657745	2
-0.804864678241622 -0.057076093852401866 1.443406625813502 0.5581779745252571 1.6861973610900198 0.12336666395724441 2.3666496106927353 0.5453362816056451 0.22972714529448077 0.32190238456712483	2
-0.23016053189254188 -1.076761504366481 0.850683156145365 0.5785663099999929 1.0412619472867646 -0.3908737845649066 0.0747937092174171 0.953392222909915 -0.09202451962225344 -0.6641472259117133	1
-0.5084121212063996 1.4024747485757585 0.33198317524116583 -0.3727537386342854 0.23231338786111455 -1.0744229414705464 1.303054153188486 -1.1035425834500916 0.4127465722945583 -0.524269363775217	1
1.3832585007117781 1.3741779608985782 -0.09480409918940602 0.46545095106416345 0.1009743717574128 0.8188792043133605 -0.17130426145366784 0.7758090695904598 0.31891981028677496 0.18707217190920494	2
-0.7590054266683572 0.33086116173507674 0.06359061276796252 0.4126309816293247 1.6297573205907692 -1.3211550974181727 -0.15059666686037054 0.3007512345423751 -0.08617802628156784 1.4358282388967585	1
1.2915275105590238 -1.4555160064086992 1.6990892681784835 0.5939692748668535 -0.16968182751798666 -0.8341634106820326 -1.1516573962089518 0.8258293745355573 0.18727412839658913 0.1703120765539473	0
0.9771420938051354 0.07347299541437549 -0.10535801176277398 -0.4980769103731175 0.30048971151324394 0.13676721149578625 0.17524989194088336 -1.008000239065182 0.05262946389855999 -2.0517725743700947	0
-1.6554703459915048 -1.5334790332870014 -0.4669956339610445 -0.04033753541355389 0.5556920763774924 -0.6787000732394597 0.7692684876236507 -0.783238650658092 0.32629408874865545 0.18707400512185712	0
0.5755931416655822 -0.8054046118059379 -0.8996618292735079 -0.2867670876238373 0.7029956774932233 0.8804907853876183 -0.1424317192616305 -1.971300916392905 -0.5059761331143792 -0.34309755109896356	2
-0.34447513296291543 0.03465631412729203 0.23306894977803608 1.291647803787285 -0.47444410997506326 1.9218522413918768 0.3039721918169416 -0.947168030096585 -0.6698207285801273 1.3961101075903937	2
0.2438552284902027 1.2380121948888165 -0.6099873351501991 1.3691092972686392 -0.17066347684214167 0.3368526625214088 -0.05448029251894643 1.9566800679280016 -0.8917096087659593 -1.147442685899563	0
-0.5331726602376993 1.1209030862028257 -1.1397734235977994 -0.06774047669635819 -0.4352404595439081 0.06848542604030644 0.19840559893272594 0.6644037110650035 -0.6832479013580005 0.9744610682937492	0
-0.6419568340403915 0.12466810300544737 0.6858377527063872 1.248728142529039 -0.9081705359876044 -0.02528689522617661 0.3587182467849493 0.48220028238031165 0.18598889374695293 0.9560313368421073	1
0.22511694288376444 0.8385740328703384 0.42864432273506814 -2.1367282201091147 -0.04656993001320753 -1.8206619727779225 1.2459364684588854 1.5459943348203078 1.1182550806674174 -0.4536412044738356	0
-0.26011375239621937 -0.8437545114470133 -1.7219915989219166 -1.8828406788851955 -0.5147583807635865 1.4454368970954867 -1.1102313829518065 1.6948699305946042 0.07857190182414733 -1.5669766869309298	2
0.21395754184184262 0.9898994064003985 0.1549197457426606 1.1792365003979146 -0.04423731804183484 -0.4679555211410077 0.5605029881313719 -0.9688115096161991 1.58295025045998 1.1802783471775662	2
-0.3444173566830059 1.289745128489891 -1.3419371425583009 -1.0682020516480983 -0.24115950809408215 0.8843097801202584 -0.3103948090145169 2.8220076173209043 -0.3327088736327394 0.6454115908473379	2
-0.4554352307761478 1.8253554277244433 -0.4502454138644931 0.6433785010091018 0.6273297261224638 0.2992439381085888 0.5163626071410183 -1.028560026261553 0.8135885879804482 0.6571909855001664	1
0.5750064751444319 -0.7463315381582405 0.7079220348685129 0.32578404644482073 0.624934736374479 1.4172824624350415 -1.069479709240823 -1.6318760421616934 0.41354076939499634 -0.18818900392958693	0
-0.7513606872463903 0.535484050688406 -0.6991923999211382 -2.26105657369326 0.1850456619991077 1.0629029171295512 1.4419567319745699 0.20794896372355529 1.937314450607977 1.1595099062296654	0
-0.22146403368571105 0.4045890353281321 -0.06971944862845292 2.0644179864577614 0.5264628068437225 0.40207923170562715 0.7326916806092494 -2.410924170747833 0.30719537512440503 -0.24171533780992194	1
-1.4321736683740012 -0.45642905787444754 1.1040277015694913 2.594558710001604 0.8813581326625964 0.8672181554447195 -1.4986683396933063 0.9724822620124586 1.2119257153112213 0.572797316412679	1
-1.6151355116722983 -1.0155946140380292 -0.7453862514546971 -1.0138885314018782 2.8670980062246256 0.5404911742336873 0.9074266260007221 1.1360690026344122 -0.5993194198198383 0.7585256386492863	1
1.0210137344578842 1.3275842457733233 -0.20477503220279586 -2.4756244542727233 -0.2804554380077344 -0.022973873705466497 0.0014304590557139008 0.34986185139181586 0.0015891588374070398 1.5213199249985314	0
0.6952267550686864 -0.06608769452330243 0.776183901930651 -0.10704828333564909 0.48445194987685736 0.5705870931012083 0.577003999579388 -0.6486918164509387 1.2488574547374474 -1.088851608321603	0
-1.611760119581652 0.4948346840485468 1.0492832952194728 0.04440863806009254 0.9343281895806869 -0.6289837970228793 0.1483090696559517 0.05955455410474736 0.4888560463308391 1.6583470506831515	1
0.24859709381643058 0.08850896544186013 2.063761729923529 -1.5346977971571343 0.3774167166901443 0.36345100677242864 1.7878650542802836 1.2327605491286975 -1.1222262489245596 1.838644795055754	2
0.9394566939970022 -0.5639870821476385 1.0248828994553283 -0.6672711453566196 1.1410396093780997 -0.2019311589071039 1.0119628130047365 0.488784657734203 3.327739663053978 0.3150212526667594	0
-0.048812468124339925 0.17178060104512177 1.1363446431209012 1.5419336353217954 0.395156902557571 1.3451871441311256 -0.4320430579203759 0.7450754561332149 1.2242183655929875 0.20706490368220454	0
0.3335252114320896 -1.3586847561658482 0.07003338164621015 2.3182703941360203 0.038112972676017765 1.046453791934261 -0.41622259742796663 1.9913810289944776 -2.233681656923919 1.0856154721806397	1
-0.16008825768791918 0.3552724031926021 -0.4530881804562489 -0.7836397979618523 -0.22296584050110324 -1.033198963450576 -1.0546925469411075 1.769277987775425 -0.7102892136278909 1.5977716049815214	1
1.0457203181585957 -0.7497674515594268 -1.6266462364652972 1.5640501191000713 -0.5330906746303483 -1.5488431611197753 0.3809077069172697 0.17026853817242277 0.33180419464138033 -1.3585730775659115	2
0.16910182957600245 -0.7892437921627942 0.16773961020872855 0.9336957071569338 2.16373815363694 -0.7598837711471493 -0.4980632345148116 -0.3548333367367512 -1.764947927511872 -0.18013419831890493	0
-0.15014132752740844 1.263201173776772 1.567545119420535 0.21904312833994505 -0.08259802865367555 -1.2686930820426574 0.7683610373329146 0.1394219800856445 -1.0449689587273445 0.8926964181728549	2
0.5834233530422333 0.4590272453869446 -1.671136807587731 -0.9225784645577999 0.41848598621006394 -0.5459154578104944 -0.23420056540468004 1.8507134404811827 2.1818751240092116 -0.055640811045746474	0
0.9858900499834342 0.9635139330853947 -1.3283381381081862 0.3843880205005276 0.015871810894111577 1.137379816228083 1.038806861728827 0.7226183912911698 0.7095509460670771 0.10657159786310957	0
-1.1723279653853946 -1.2689360607948341 0.516253310680342 -0.1783278658727881 0.22222764310423218 0.8118765652582611 1.586125445594783 -0.4964051450211313 -0.5461709364794897 0.07140644536285312	0
0.19100499850616293 -0.5082446814205985 1.2686274070907322 -1.2429177947470522 2.463607586049295 1.5472980391120812 -0.36585860359743905 0.8374648628547845 -1.1820263541507785 0.10167459119804251	0
0.5503198526423987 1.3573352553416567 -1.4867060184454475 -0.5710641901454471 2.5618143891002743 1.1030789862591668 -0.975019082308147 -0.9382389483839988 0.70042281546898 -0.10771118481171249	2
-1.001302245826391 -0.8099452962650788 0.11417428701655796 -0.775493603269384 0.28984002090779737 -0.5262795950945932 -0.11579273573666393 -0.2563122333385579 1.9981477107223755 1.6613744861738502	2
1.2892978897266567 0.3746415139114117 1.1906160689059715 1.9107615606983992 1.4063581062422799 -0.34455056934023065 -0.5033053220796248 0.7071173605928882 0.3191988642377699 1.013001310232426	2
-0.4183884884285931 1.7186285089676707 1.9893649217875722 -0.049961623713795256 -0.36990862474610564 0.8375707667083265 0.7466798318326504 0.750910456904477 0.8377871730888692 0.29076022999123013	2
-0.20440816272413292 0.39245561988547406 -0.0730141175767246 0.3807700000517792 0.8651175847640818 0.5215879632054135 -1.5555440711504762 0.7981314358078757 0.16592208382391377 0.12670108596562196	1
-0.5728092021359633 0.28087441435294386 -1.427433899181711 -0.18017786533506985 1.2582621820099453 0.36360646012160847 -0.2722853845276444 0.5168256078911297 0.9791699246484143 0.2092329396802051	2
-0.18919960428124488 -1.0152652402542268 -0.36912150757045226 -1.6022456549091517 -0.36127272001501054 1.555759328534024 -0.8328796031284216 -1.777604631171831 1.5016391968827547 0.07066239734025248	0
-0.42704170598898694 0.8498820915865161 -0.02497232418802764 -1.6586861409169305 1.0075702658704846 1.307273135328197 0.21382531230730545 0.36217061529041256 -0.5372938997568348 0.8893464488397758	0
-1.2777194871107211 1.0307720830336256 0.28054718066791884 -0.11144059666298389 1.484082188694356 0.21828235751073288 0.8783848414294765 0.5061082084934807 0.6712609018015128 1.7381660277634547	1
2.2952396969441606 -0.247406634282616 -1.1758691911337555 -0.06333590819726376 0.018235799051693202 0.5702370501713634 0.6173737280314038 1.350514513781386 0.0722542928500026 0.2757383338322864	0
-0.6243479981100435 0.3490496335168799 -0.027639436525506766 -0.13554246625442745 1.925002096913899 -0.15066443171837335 0.8899250079307003 0.0829969810397255 1.65631140364908 2.2447319604030422	2
-0.0520351426781952 0.25187634725306185 -0.6417498232197814 -0.6275940960617307 -3.17507786278218 0.22751746392447117 -0.9071340396375724 -0.1418218254072834 2.4051551605519044 -0.12649971458975506	1
0.34748090209083493 -1.76072879093919 0.5468599564542702 0.9960572089853839 1.9431797553375911 2.8180708582300507 1.279877973686743 -0.023182862824126182 3.1404422796234233 -0.9198937458454639	2
-0.6002352926983053 1.3370172287837478 0.42511202871332376 1.190016263920905 1.3789758952656992 -0.8169938611785406 -0.8732500794292304 1.0095369645689343 1.8185537433214112 -0.4702638582493307	0
1.3284985711108042 -0.1031064598385592 -0.15044969519802848 -0.684461669726746 0.5410422024880845 -0.31146751681779605 -0.06878764339276772 1.6946820043956148 0.9300900329346335 0.42343278145166063	1
-0.43885504387181506 0.3379723856563218 -0.5858398499416237 -0.9005847994247149 0.6003996781239422 -0.3032007416938417 1.8524909216915935 2.4605443142092094 -0.30562884347801433 -1.277790712322469	0
0.19722862374271619 1.0005758469968926 -1.4239505241088963 -1.8295290049586712 -0.6870254609030558 1.5979377817920566 -0.9251187777356003 -0.18980681698996377 0.4333726466373977 -1.8298726273016985	0
0.25294907087222557 1.1582139693892737 0.4416170724860672 1.1921325873348148 0.5629142022741404 -0.4261371877906601 1.3909188987443062 1.4921036339001073 1.3981780647411663 0.05338657274418998	1
0.08113463923453815 -0.02244258761359863 0.046890665898511735 0.2930153277736627 1.5736086865934624 0.48871468478211016 -1.4114136435276479 1.678975597550621 -0.9093508645682036 1.4800641189799433	2
0.7638964272166757 0.14914965170847216 -0.8671604728296576 -0.9902909139922687 -0.8570922661395473 -1.3879821899906466 0.012944852825604647 0.24538725885468407 0.9313106379705164 0.16112533098930282	0
0.7389151961320723 0.5652409671291837 -0.0802262266855886 0.4748399451742147 1.1169910600597714 -0.07293194734357134 1.3788787331166652 -0.04652867509571895 0.9018305521844618 0.9868242063211893	2
-1.186956572614448 0.9330645153338366 1.773742253065084 -0.8540808703578029 1.1816066082649561 -0.36448317002856645 0.8022764495109477 0.8458045894355283 -0.7708991098244031 0.5023218352868819	1
0.8802836624953827 0.32290772287350145 -0.12449662529729227 0.4577197448743858 0.8475232783711387 1.3641189022531384 0.433100564748506 0.23491482348487316 0.19305275497513827 -0.8501037067380772	2
1.7244157897953307 0.5263824199459677 -0.8966487009351489 -1.4989733410247088 -0.22034761456594332 0.6101156308987261 0.0019709876478588295 2.489152349115541 -0.11070126211129566 1.2935525113447728	0
1.7221312636490984 -0.001403594280588616 -1.3894944760202628 0.2441024754553472 2.2668550212776615 -0.032851475173064915 1.0093172471409821 -0.18587974266244744 0.25105113289511766 1.5280016722990852	0
-0.4615074062444702 0.23067938796616827 -0.554118722803503 -0.2765525262800619 -0.17703379782877393 1.0825081223963493 0.7261751856635554 0.37905790015174035 1.2201273258818892 0.546287021023407	1
0.3528931419988363 -0.10592397515303487 -0.47287824738859585 0.4970197324024297 -0.7958607733538661 1.451176998124176 0.7346011598741535 -0.8724330301853032 -1.2998122515833683 -0.2741349057172553	0
0.8348946552829738 -2.546863958188731 0.1725150035185138 -1.369418506923486 -0.5050792844599724 -1.127408961462312 -0.10285617814775466 0.6717540138001037 1.8105682785618635 1.0157911261429837	2
-0.3088236941549507 -0.4835706767624418 1.4477791329436414 1.9620140880615744 -1.467429065072844 0.6361182180855547 1.0492960174016628 0.2654508299445893 1.1000511999110163 -0.1518604718011709	0
-0.7382344937296993 1.312366285796962 0.360294467844679 -0.645208936082531 1.383733339901658 0.4978453754739164 1.1329082650973774 1.655879258862831 -1.0247779423903292 1.0264262590324746	1
0.7340860792928705 0.5155428009398029 0.7664914064794621 -1.7630310069412212 -0.09829035540247127 0.8360353760482001 -0.34859255098033015 1.7880545958404004 -0.433672065370038 -0.9057311744020919	0
0.4273049081820016 -0.5258801427387858 1.916667843254254 1.0342860611686842 0.41165712027349854 0.33362767840005436 0.30015713952763995 1.4890838269645528 0.8542968430022546 -0.25938658205487986	1
1.266105735622039 -0.6502542408133757 2.376127982556842 -0.3856242414081511 -0.17988704755365176 -0.5429287674378094 -1.1418747883761806 0.7638303047096144 1.0242737677825309 0.08739805645044205	0
