id_text	id_label
0.9832575030509326 -0.2453536550628132 2.1276977655111984 1.0830550970485742 0.35427622400188435 0.18079830055347576 -0.2702959408659386 -1.6768166019352089 -0.4768256302510618 -0.594967307784765	0
-0.4957072167451017 0.059154842674030254 -0.8561250981199303 1.8267913111917784 1.0732831140152652 -0.16975992553033342 0.12512816970219529 -1.2365385608275916 0.4339906618033388 -1.129491447423791	2
1.292072064414154 0.9951660880263771 -0.19666040941251978 -0.31768736557526306 -0.24106624058365003 0.2370079496298375 0.19820368304310623 0.4114171090251555 0.9587920473978981 -0.4674157928604105	1
0.1988513395644259 0.7110301916651532 -0.4077935807161313 -0.6843998808331001 0.5722994024718552 -1.3639313780597286 1.4899152031548473 -0.6748173864683893 -0.04339525770578065 0.06851551570131353	2
-1.0822445178213873 0.8413677259701392 -0.48724766789323787 0.9890734112048165 0.28282471355828953 0.9176786212698415 -1.7644714320678552 1.2516613991633034 0.17829917367617626 0.304431839515067	1
0.2951572365757004 -0.49198824675512665 -0.7913363250588044 0.11147451277445206 1.27209352166516 0.20886810230195052 -0.532587777461012 0.15356534853294057 0.3613618952813201 0.21910490110317418	1
-0.00563209031484501 -0.5970426984408701 0.36261461896070996 -0.7935106599155246 2.0039216875486376 0.25918448827129703 2.5536486300623893 -1.0675623096647524 1.4416489627067084 -0.08947377217907126	1
0.2592215078585415 -2.0939967600344143 0.5555048912303261 0.4328925732383706 0.5699835860220442 -0.5542441883662249 -0.10430255318031431 -0.670427134680794 0.2528581926689068 -1.7201301206080808	2
0.08345265563883561 1.467608932600508 0.4803748303410838 0.2904029793667444 1.4347188630468142 -1.7554073002345447 0.16636523169038572 1.4326499157790187 0.2937378180801429 -0.7843292335530266	2
-0.7427639428755847 -0.6190905557640554 -0.010514909542544477 -1.8276356091413473 1.0629527582520184 0.5203973530534561 0.16398424402683998 -0.23051550176730148 1.1391645653880713 0.22504700098769018	2
-1.2081707040779361 -0.8724819953827144 -0.41746242957482893 0.2756636839743097 0.8382484466980339 -0.6712630810188223 -1.68831696418043 -0.897118365147783 -0.7029513003790671 -0.12951794519744303	2
-0.2802113743957852 -0.777597106980812 -0.2665685885597068 -0.14192589251032375 2.032334508390229 -1.634312170425644 -1.086795924111539 -1.4155164666455924 -0.07777771416055534 0.5674620387529781	0
1.6047702524191105 0.3252976240084899 -1.3279019885221566 -1.3138600730953436 -0.6630837198159165 -0.8380752683357513 0.4506141501707169 -0.3488853888293535 -0.9479665720356315 0.13088415693897953	0
1.5038416653816646 2.0218126234205305 0.6663789289367956 -0.7870709835179872 0.3117093754075854 -0.69819509440775 0.6696549371258215 -0.3179697644315508 1.8332235792751221 0.2279027522096397	0
-0.19267769553550002 1.6598248401625832 0.34763103215062274 -0.31473075365884934 -0.12805508153751358 0.29175930997424027 -0.14302771440570353 -0.259350003477898 0.7477850231748492 -0.6114784258053937	0
0.1144291999676691 -0.09505131720439454 -1.14956313085302 -0.6598494842947188 -1.0731559992070037 0.12113671101332792 0.245198291272527 1.0714613632488306 -0.4088896246069184 0.32694538016677466	1
-0.4719055913747313 -0.16076251066356764 -0.5336254293921614 1.2387339668424342 2.7577734307744324 -1.3730118592717933 -0.966149081731233 -1.1017329870569632 -2.3940767461205734 2.2003173911329736	2
-0.9793670345534986 -1.8218341882480436 0.42782911270205926 -0.5532582556079253 -0.6529923516681228 -2.75931120506259 -0.5812435133503823 1.1426460482612757 -1.5705320402115026 -1.550905751126093	0
-0.19841885529357264 -0.29448334015342204 0.553198254062347 0.9478771638407963 1.3470454967685184 2.0926304806551084 0.33402719657851926 0.4461153858992961 -0.6727679573051394 -0.9558821537001208	0
-0.05497827597408897 -1.6429057531607532 0.6180450889222479 -0.3198366448137651 1.1802396351098399 0.015588286995106122 0.7758028880472055 1.1062469109863213 -0.881471125308207 -0.32193353908369676	0
0.8421707548082158 0.14271288024762674 0.21430990276641665 0.9883407257581032 0.9376234332612613 0.5496963773967566 -1.0810828131325898 -0.4267299615546564 -0.2661158011297584 -0.9164510841170107	2
-0.9064761082131645 2.934565399935368 -0.07397602335962644 -0.873509072906774 0.1678822966864862 0.3246409795196047 -0.9840711864708374 0.01712438994282315 -0.4497522384347224 1.0261629011142515	1
1.0451540506989498 -0.5172683595478997 -0.08711258100289716 -1.13033734854217 -1.8628589725792926 0.8898260584126984 -0.3617428511277138 0.6345173801579477 -0.13107788020612274 -0.19814588779173492	1
0.4169804038199586 2.44200226876032 0.21601861089607094 1.2804986067796387 -0.7672634549219436 1.592393319666815 1.0234304483877266 0.8035772174326521 -0.12039229117098946 -1.65730582803979	1
-0.8722906928410068 -0.05885962693963595 -1.8724715149127114 -0.7754228785391606 0.4542926533230984 -0.5360537685552232 -1.706370543167428 0.5522874543037996 0.4232515949530113 0.5038377788757945	2
-0.1927094680836513 -0.011560705151506125 0.6529765235540839 1.7340153798404014 -1.2025520338390774 0.5179022586087461 -1.2566279911114693 0.9918028909510801 -0.27549661927762537 -0.21323109836636908	2
0.06043696563627642 1.429301218825239 0.013472701494550592 1.7946686380958345 -0.3794023150548307 0.24299990296614155 1.339993938245685 -0.3672287557117535 0.8412909236636817 -2.487605054038834	0
0.5585553438333405 1.9086512136076834 -0.11633662847839872 -0.22911603718989731 0.3382708982410756 -0.4325384881386249 0.9484412540638251 1.1155078215442351 -0.4607407366054255 -1.3276423999293467	0
0.2772856688806641 0.2299376875409919 -0.5713551455754443 1.351347260691253 -0.3849767312974779 -0.05306372171664594 -0.1651163322045261 -0.5968898498494305 -1.2311950862698808 0.8115276087398192	1
-0.23285735017142448 0.8947840536004469 0.1727947619229483 0.6136338108773846 0.8435490731825528 1.072824055244457 0.7546733643484435 0.40622253843228034 -1.1525686411964096 -1.4741661759089615	2
-2.3532427888229437 -0.5295315764964263 0.9291205674495008 0.48178141716303086 -2.254884556650322 -0.5770973850071328 0.2828461498465584 -0.12983554817164283 0.7853390553582243 -0.7408504166957028	1
0.4174741807351927 -1.370889624664476 0.23488015839167692 -0.5732423070867626 -0.05410788003308401 0.11258874914935078 1.906243920150669 0.7062333401149204 -1.5950795510230644 -0.36276484056823227	0
-0.3729436269190056 0.7758388572944681 1.5099485648371624 1.3578939581368843 0.5797716162465508 -0.9409961696930917 -0.361394633345637 1.2383523212593166 0.8982875145644968 -1.6832073784632466	1
1.6345073134453534 -0.11070685313820029 0.6461355519177981 2.0529859246434805 1.877280824745472 -0.14491616341049857 -0.2783888073293062 -1.1466463501318231 -0.563265388078079 -1.946229827385502	2
-0.7778008407754046 0.989584043333454 -0.082083928024304 1.1473942533732995 -1.1189928190851146 0.33388131343874267 0.9503131609827258 -0.18654513554959928 0.09592086862429437 -0.1142063207780665	0
0.4105561503514497 -0.9089981959709827 1.1781449041072187 -0.7001780554694337 0.5720187422140367 -0.16428119714859257 -1.6855244066016304 -0.554652115782301 -2.1594537887717293 -1.9784313606658075	1
0.044397308742580105 0.004627271969390231 -0.12494719369851011 0.17629641470192947 -0.25302766587259323 0.17040889926082864 -0.9426596533174902 -0.5991554859198579 -0.6638052433526153 -0.3558580152840588	0
-1.388306958246115 1.0503107182055065 0.3127085540632648 -0.6424026051745951 -2.424897548154523 0.5948182372626415 -0.18233658462008648 1.0376453415129538 -0.8975237357933656 0.8694546961376232	2
0.38873773889547736 -1.0961948156626724 -0.373457305366461 0.8482226604494979 0.33803334211623665 0.3762195099244055 -1.3844005404533197 -0.38394190202079026 0.24649864763991255 0.784024501972567	2
2.5940367034972684 -0.49752963108841375 -0.014855513959194626 -1.0613252614373416 -0.2030448529525378 -2.4378959918631433 0.4896741854276764 0.5850209809081575 -0.0947170286229831 -0.7986757844248669	0
-0.08516706390405997 -1.089344685594889 -0.7178844581900194 1.887326030073499 -0.24120400992761892 0.49398518854183293 -2.2379015331537113 0.315700867779887 0.11212170712764609 -1.6766242384299819	0
-0.744895498138474 0.7432908715253369 -0.2679703316260808 2.6981224811697486 0.11723343149878451 0.42354339426114596 0.3786281014358663 0.33182933726588937 -0.7758600958699957 0.9621144384435422	1
0.08500692993868063 0.6293937517010659 1.189893499311335 0.0755068172638639 -0.7373596673141602 1.218506511747453 1.0704888958074898 0.4479189539547999 0.670884923176184 0.4737472197870536	1
1.3243389464755257 -0.008116888447901349 -1.9348853560886838 -1.0569912730934314 0.12949495468359992 -1.3972903199969453 1.4340401122825566 -0.13813060556615292 -1.1204500277405058 -0.6617029379869495	2
1.9472269674148983 0.0905601401199406 -0.16389588366329372 -0.9742671452991687 -0.6447729141849823 -0.5469194298608964 1.0678924095991371 2.1102539304991685 -1.8504022318288689 -0.27345856494479515	2
-1.7306757465324107 -1.6403252354463265 0.5971648762692219 0.18405046070411907 1.1076489717404376 0.4034642062835223 0.5414428063899032 -0.6179406344839143 0.03214111122696891 -0.02140088176982357	2
0.8919995707941832 -0.5539376746192064 -0.181338665208667 1.5167831135984315 2.6092706346530194 0.8538933295169563 -1.5455173195269138 0.63560797069491 -0.4437622637991548 0.505269481543294	1
1.0608822986300634 0.251612355421128 -0.060199569981462954 0.4661304407799945 -1.5080499846575137 2.593952621571526 -0.7893585868469845 -1.3992893152681984 0.3959847910247071 -1.6501969260130767	1
-0.3505741927246387 0.9875402467338348 -0.07233898919042438 0.8123107209159717 -0.1622106270100308 1.453770016078828 0.07664035535649753 -1.1264293187493464 1.366972896271609 -0.19128751961469917	1
0.9243098225651385 -1.7953498520204019 -1.449527067480654 -0.617988359945164 -1.1792358047867755 0.2520774001683532 -0.20532976354358307 -0.520217959984183 -1.3915584316514145 1.133726308594679	2
0.05456491154218705 -0.5157945052608471 0.14561233815750224 -2.159596917352622 0.507937875421999 -0.02572350257025672 0.9879494502802352 -0.4363102383425263 -0.1057891066815347 0.29342692359292244	1
-1.0793692767158 -0.8363846399944469 0.09809777643086685 -1.977535249951696 1.2505499986626405 -1.2136418116968535 0.8693625757579972 0.5822641846741501 0.7400865797905868 -0.5020995543049008	0
0.36477442210735983 -0.785717952520327 -0.13167339216417212 -0.06416793504795858 1.2307302629003478 1.6549411548836264 -0.5139339701969475 -0.6204877574409576 -1.6553059546825328 0.4851142439146507	2
-0.7142676983248941 1.2862220490185468 -0.36090420103645215 -0.00998025976781174 0.6751220809694153 0.535639365650361 -0.2177492965781852 0.13013814671808036 -1.4167421371262696 1.91290392348045	1
-0.9735357204152619 1.0150428946198586 0.6566785858420867 0.9693710675997026 0.4272513525969254 -0.20415685570248315 -0.47734783730798597 -0.7102485270953953 0.07778688319137354 -1.3357892070122517	0
-0.8151491879885109 0.23470987888764466 -0.05564833435035645 -0.9016327820490779 -0.893247528663625 2.108593872967557 -0.10336107037346556 0.25202179701523775 -0.7974634780459741 -0.017078077044810017	1
-1.5133835137099445 -1.4993280169019951 -0.9187913432819863 -1.3194296340107503 2.10540371903462 -0.9355771433473208 1.4765330215027779 -0.04212625598337305 1.5282023287991895 -2.2287856864327327	2
1.013236515589127 0.6487248470223402 -0.16011840515054565 0.004560923490864281 0.6308955193860835 -1.8189377266360627 -0.06553840746844378 -0.9996412844263046 -0.04170474019948713 -0.9058398611608075	0
-1.4255906931473878 -0.5708171634409255 -0.9494563045456613 0.2945730071765649 -0.32522131659610415 0.9012993510013407 -0.8057294296516081 -1.7138467843247074 1.007408559145626 0.952116045049642	0
0.3791402368931029 0.4815580320059746 -1.7671583525257304 0.6707817767771476 -0.44845212932985795 -0.1187848789903746 -0.9301966765933405 -1.1911911510847888 1.3805011869508546 -0.6286952522242312	2
-0.8108719537927986 0.14072939277738844 0.35557384109033024 0.460862355969534 -0.41724309945365334 1.112661225423763 0.325520107486693 0.30678303130007895 1.1039227522380903 -0.3346138111056473	1
-1.0650701829347344 -2.484925859297081 -1.2070586961601086 1.172462241719826 0.11018789569519626 1.1188917765552224 -0.9308126830240465 0.6572363170242835 0.2600591165945926 0.832170458674743	0
-0.1832822103132187 0.527294237191775 0.6856047822301896 -1.4400321708936872 -0.7659426458763763 1.1084801791965422 0.8116698085182671 -0.4432430124286673 -0.3994472069918878 -0.24796723824098452	1
-0.11237056583404623 1.5667801320945058 -0.3484310357175916 0.06412224647007986 -1.2833818722161594 -0.5470922198469764 -1.9424824262654554 0.34866291319146925 -0.8753332938706345 1.7618510720053493	0
-0.3038566260020547 0.7055459747193537 -0.7674469413373755 -1.6166002377743762 0.4808438841441944 0.5395294342178565 0.14318773643724012 1.5940974587167782 0.17782489123099635 -1.8160698521207352	1
0.6478064098366707 -0.6953540396101564 0.0966884533986435 1.4006638751333285 -0.4324253817388923 -0.992695506465428 -0.13437395684113151 0.3551985591131389 -2.074166458652141 0.6157083114892112	2
0.673401525219991 0.2630005795128113 -0.1678431893226282 0.737364718417127 0.15281255363562476 -0.27302883273407025 0.6912331600842179 0.12765780716887032 0.05240231723385006 -0.41857723593752827	0
-1.2478794643474822 0.15644788366947365 -0.9677975535153617 0.7060917485491326 -0.42342896841220634 0.5233860108918831 0.922959425330524 0.2952773855831203 1.1514242369513663 -0.9745454677474434	2
-0.11829099689819869 -0.6445722414856337 -1.601590590173663 0.016515778857192544 -1.3100881615765216 -0.18691877228572593 -0.19732593811649424 -1.4644464887927588 -1.0205119550384054 0.905300943029136	1
-0.20842832473208017 0.8339165273667561 -0.3644026076331897 -1.9105355566928355 0.9446042936280242 -0.4974293707098568 0.1881181196022534 2.732774825579962 1.588815946204035 1.2147432233263724	1
0.2651334523681731 1.4260749095029568 0.8263868143325406 0.8611363920670135 0.5434823631485989 1.3617377743341603 0.39080761248958784 0.12886098504504778 0.8693924960793238 -0.09978684413589588	2
1.3723056513315932 0.5045261425406523 1.0090502681001605 0.3422654798262377 0.4928702703435096 1.0956889062774258 -0.6514853856996686 1.1961373183971558 1.4765210173353467 -0.11504586204558874	0
-0.5317467233091149 0.9109102072439109 -0.7046993506680913 0.6760140042447609 -1.198226227374271 0.6648468755050536 0.661902435312839 -0.5822282943220389 -0.7825384641581783 0.3729086127798719	1
-0.4298323049566418 -1.6638745224588618 0.5719410211114511 0.8191255848950616 0.40849201131827745 -0.9229665453516703 -0.743356493469273 2.120283404957932 0.7087408952932956 0.7572734901623033	1
-0.763947750278281 2.520573388301824 -0.24816222205812688 0.880045851703245 0.414048446959537 -1.3864528587200633 0.4115018059579154 -0.9063812767488862 -0.8732984038448117 -1.1761037657612188	0
-0.16876304220373936 -0.245466004259356 1.2947896723337284 -0.4511820166427465 -0.40290131196793155 -1.3314033193497241 -2.1736957532781074 0.8570738033973466 0.31490904521296464 -0.7969840264883292	1
0.3167392700030804 0.499108587053256 -0.4992110604824899 -0.42540888783633135 -0.16559697090682002 -0.2589318066389277 0.22404729421156136 -0.9201648386913145 -0.6961050814884266 -0.507420458609339	0
-1.0466225130737419 -0.942402051243953 0.6550399548774402 -0.3511503867412376 -1.281960803606697 -0.6056292636915283 2.9494435673175143 -0.31185677906355574 -1.3717406477906309 1.4897293886145917	2
-0.6509856621554632 0.09615736619339087 -0.28139701372662707 0.3583248369529685 -1.0126456400841137 -0.3711388388642135 -0.9256728544027186 -0.12071854928474639 0.014484622841017586 1.3064926794482945	1
-1.1989225541449984 1.057548423863532 -0.625839818158208 -0.1624343044479404 0.42953132486665074 -1.0439068586850484 -0.11750980738919682 -0.05480764743504369 -0.8227177900833632 1.2017654709865981	2
-0.2254305167129099 0.7220505690200495 -0.25117494665712153 1.365354472272235 -0.9089304641239798 -1.3393545522797807 -0.3391915879848942 -0.005900340340853688 1.4155124159825734 -1.4087752023921196	1
-0.021818599408287235 -0.4272589575646058 0.2122780655223266 -1.1618873476188911 -0.3368171612488605 0.3508483327057344 -0.5026933103826989 0.4852213274957566 -0.3148628890412955 0.45921125079370845	1
-0.008258317698379637 -0.25899940477513733 1.416338134308546 -1.2757249058104063 0.29472657710570954 0.3122982978222905 0.4836487115461416 -1.1577170517470408 -1.415883883044885 -0.20186662807213246	0
-0.9295724924050072 -1.1611014972312643 -1.1587583679250328 -0.4251214854489838 1.3500078733952754 1.162588587689963 0.050088357482822636 -0.8399102019329581 0.2191272727476205 2.8875652898934576	1
1.9446491805182387 -0.8295298385262366 -0.2784079448297923 1.2515845905069598 0.8481844915803881 -0.024080963487834887 0.17958693744478457 0.6508814932831536 0.5941225830984009 -0.2131978432602784	0
1.672821827802712 3.6974951517136745 0.13081283208806108 -0.13523162228714264 -1.4076209467959675 -0.8640833038876257 1.2982900934793253 0.5075963156332085 0.421557350856701 -0.07860403353749411	0
0.6319587454239016 -1.0854063824384876 -1.3629632263371725 0.3269491762686787 0.8267682999422736 0.2910310310472228 -0.5358529654530747 1.1937783036782137 -1.3355168065887044 -0.10048773297669145	2
1.6732834875657758 2.734732015224033 0.03657247773318622 0.6768833448338977 -0.29055840895111057 1.1365356943252352 -1.129868806000671 -1.3319980639067994 1.1450282435899495 -0.26173170670236295	0
-0.5192574156951736 -0.2543389570358686 0.11252321848468351 1.7745291382256543 -0.1341769874383246 0.5648842940288406 -1.1975262418553034 -0.6845816514946744 -1.2848028576141952 -0.6016735932038219	0
1.264530282664682 -0.03736916283335116 0.33347605047799944 -0.12102247120044808 0.8228774979290463 -1.275818954379579 1.2622014944023345 0.05943146269727164 -0.13496958327687153 0.30391135549998777	1
0.996963257437572 -0.6189851077523697 -0.44187404461106217 -0.8270376134934934 0.48229520833681483 2.1398864492060183 2.1249210702844654 -1.5038891481169614 -1.5789903207028055 -1.7160213025462538	1
-0.2948879667358542 -1.8986092630586204 -1.4892911581104007 0.21205979059589172 -0.612207533657784 1.312165254146726 0.03687358377871353 0.33144545311320506 -0.31628846884730016 -0.5969622426824936	0
-0.24834637732749146 -0.1960987839567555 -2.801885859219399 -0.03889453799822253 1.1369868057619263 -0.5080023765359262 -0.8422428168691232 -1.9674911896488838 -0.4303445320751099 -0.6270804204507641	0
-0.018054373922951766 1.657611982515899 -1.2484128252204758 0.6331267249700087 0.5090578203071884 -2.4271843502350205 0.017729529186627686 -2.4555923570773928 0.5409490770776725 2.592800284399284	0
-1.2414372668553304 -0.739806041067468 0.14253087940686995 0.2909114563593446 -1.2343276188831465 0.10075672661197604 0.5021441558152382 0.552282464778762 -0.9642608332661502 0.39630202481869076	1
-0.09494233205115811 -0.6664368854711719 0.9005218990493827 -0.9308000669927402 0.7778331338643343 -0.22147346157280925 1.789019099427863 -0.16208138273974326 -0.6076650389720973 -0.37270071291248086	1
-0.47201379623902007 -1.1692060566401372 0.4566235974747532 1.5340095023772646 -0.2938739861786324 1.8249214381506402 0.3801595462282486 -0.52687047479203 0.41601621631154045 0.0242808063909295	1
1.1855086525926477 -0.7640976855953856 -1.611667444045262 2.0122899188875762 0.06729697845985275 2.116494873049258 -2.2135888372994597 -0.2581911905044232 -1.3907175323789982 -0.2259362494187003	2
0.6303920836587258 -0.030554018413205337 -1.22255798503878 2.0308523425639375 -0.583759926957401 1.3833359851809781 1.514194437626231 -0.822472408745812 -1.7084833627067484 0.49955956735735185	0
-0.10965192909722721 1.1179071979867208 -0.9644213192962836 -0.1657011558367583 -0.016583612970742612 0.31405719439571717 1.0601956953892406 -0.3989357504074512 -1.1145712677913266 0.668811099681202	2
0.32652613746669396 0.8177948921612257 -0.30093058215386703 0.08699652133201383 -0.6947919770278782 -0.11653230452818425 -1.7543696835732294 -1.067160609353914 1.049032903517355 -1.0311291400970517	2
1.156022408485085 -0.6115480856260672 -1.54173525505142 -0.12733132150923593 0.30518346483810743 1.2362687603504798 1.127659149920657 -0.4691569771583553 -0.550909187612305 -1.4058643985063182	2
-1.5537921225090519 0.5713440903398316 -0.4601518889412146 0.8070207682138504 -1.527031993942714 -2.6954663277671247 -0.2760660479815039 2.5516063612568614 -0.3123999952750177 -0.8103547877703571	0
1.3566964107867483 -2.2439520060843225 -0.7355899130867192 0.3600108956245824 -3.0530135458009613 -0.16591261311467992 -0.35381001253040995 1.3588567192773295 0.5356236103825535 -0.6401139628717811	2
1.4150427752672567 0.6622098085157486 0.8803480125314963 0.9080209275914236 1.7019928343166084 0.3306000892458999 -0.21433054492093404 1.388467241851362 0.9304521182839284 1.701762497072678	0
0.6587035043827286 -2.1270658042313992 -1.9335059947031508 -0.2559972807766501 1.1528000954666033 0.5338641219697324 -0.6217380559203978 0.8260816063102846 0.8317600269543507 -0.3866074023563098	1
0.8973929654845973 -1.1198752748762377 -0.7494206355774026 -1.2419575721777716 -0.2632819281001676 -1.4473116257782823 -0.5598961198897244 -0.726155775973451 0.5197277278255102 2.60478458460065	0
1.5457432357720435 -1.0211748032899952 -0.30823126167495823 0.8541506470132313 0.015043434584324215 -0.4404822587722625 -0.1954176256837904 0.6936396610865926 2.252187318348229 -0.40974208440522975	2
-0.7522654483182967 0.14132022703619865 -0.4125614689209574 0.31200824053835674 0.37604792183088154 0.24485573986342318 0.25136691299845376 -0.034528682930487185 0.4158050938237041 0.5891384523245825	1
0.3258189527243873 -0.46096893762390556 0.547163696186225 -0.4979038369736022 -0.7072612714555545 0.7318000669190643 -1.0205682170290602 -0.14760473351710843 1.218678582846891 -1.0339278557262956	0
-2.3429077563845673 -0.7381139975599982 0.6345072101098821 -1.7626788378647937 0.7854234866020717 -0.6767534007034907 0.5051707588755415 -1.3934324934670212 -0.6215664296443056 -1.005209979689024	2
0.9968973555959207 -0.9683347988532869 0.7007659484567547 0.7812798903277872 0.003218483945977568 -0.8219603962751925 0.5157958323457139 0.09185395285798248 0.43489973573565377 -0.4427483460600002	1
-0.499937450548083 -0.7721413251877474 -0.32921303623147297 -0.5803490558925888 -0.6301945942779236 -0.7479183862501744 -0.07930693209815158 0.2713045138080859 -0.6425844877944624 -0.9711336536811229	0
1.2286228986238226 -0.12489348919777236 1.6496567444180261 0.17185746076746264 0.1074005641987958 1.6636491043325687 -0.16834157201884978 0.9108651362498387 0.0960988538781395 -0.9203790120307651	2
0.7119867221007563 0.667854385593864 1.3189972441481688 -1.4640366978633914 -1.751476576721233 0.17157013778611377 0.2419162579235968 -0.21497720612923468 0.025607764298314094 0.1433113816301337	1
-1.141943995028672 -1.528731997233595 1.0339323644647413 0.02097817786639075 0.6924061251939656 0.7558190600673874 -1.1520938932326352 -0.049063905235266166 -1.7801123319287155 0.8324048143318884	0
-0.6425825063776653 1.4930756329755712 -0.3004984654795806 -0.10962223198665857 0.6980523281470989 0.47448590986666483 1.2601185039896217 0.5967312546841516 0.5672298131800186 0.06805031045097627	0
-0.8682658996538895 1.336566293744106 0.25972557054430057 -0.1454865888547809 1.7451273957178008 1.1484698136186577 -0.4602794985234707 -0.6287819138914108 -2.3315609493725957 0.24764033371012892	2
0.22718061907742276 -0.6169800818976209 1.5774664068004092 0.6968035277672935 0.9971404953143792 -2.352493792131201 0.5978322782699053 0.33368178827701267 -0.15579849522124808 0.4925955001470968	2
