id_text	id_label
3.3613805393000566 0.44782864413642826 1.1782944236053754 2.4263538900944983 1.8623251468095634 -1.5422350522938264 1.9861997818771535 0.5732109351306178 0.651150245886023 1.8223801702335445	2
1.4949390761384356 -0.21538959902807842 2.3725588871591556 0.7249485100671608 2.050226220787968 -1.4649065719356003 0.057774405035008636 -1.3358443852542388 1.0988408493934496 1.2710752555328724	2
1.0041565730625719 0.8255632082454744 0.2333807199511897 0.38383891202913256 -0.0022923104939425176 1.3881383914320344 -0.28520322510684637 2.2403793087679125 0.8139810913437058 3.265135251956419	1
-0.2969851234159073 1.1262950644689966 0.273380314827018 -0.1401704590686541 0.7568313207108351 0.8134751153454396 0.4977260233075957 -0.15082990463723012 -0.31704521268925157 -1.187954175932689	1
-1.4659617355367136 0.3603930265112862 -2.305188321013476 0.8517406177637946 1.58475112694112 0.7637901397847324 -0.7918230766745598 1.136690674062403 0.5097002515817703 1.694287253242003	2
1.2995703521945843 1.278619207066079 0.11563770103629656 -0.41775669421832273 0.989113857356253 3.296022509115518 1.7934526864245726 0.7990851325021222 1.2828644532658073 -1.4421949715139293	2
1.2859338333282562 0.5579570290418923 0.84299982886746 -0.2873236429636504 0.5698155781831818 0.041442302137809195 0.5773931492559308 1.1806691542428922 0.3260122805967597 0.28089121500795466	0
-0.5288282640327744 1.2099977576462178 0.6414609428544326 1.7539235353765608 -1.453502127942115 1.8026526339013877 0.551162102712903 0.8260476593847718 1.1217869840140449 -0.294182271800846	1
-0.03753475260291328 0.596368442416793 0.9926057204247098 0.0449590857501847 0.0545774458553171 -0.41885276383456305 -0.2502147243941848 1.7495076505530305 0.4180519014028787 0.1322519476578125	1
1.2347659308259837 0.23955533112895633 0.5075659286014773 -1.3434087409212465 -0.604304023132807 -1.0894285879708239 0.6686987796463268 1.9048701922540006 0.47898543144280853 -0.1893216612317321	2
0.1676418008680597 1.7214634500849468 0.5441226823933955 1.5232305260259331 0.4474013867551324 1.3848648491690898 1.3517138336155647 1.0610027960186006 -0.9607076500766409 2.1437218940870135	2
0.019798769324360144 1.8543167114802555 1.234798136561459 0.077401655664741 -0.5288073844801859 0.6922993743788489 1.3075362051884474 0.3374256759158851 0.5854269741300391 1.1139728960231134	1
0.23561334023220454 0.7198895713794926 3.2729804331506975 -1.4542315828604904 2.3321839966040203 -0.11634245093066908 -0.40397709027460293 -0.08537839151156534 0.4785652450170171 0.7690502868867	1
-0.4560551852174931 0.4338968187557382 0.3269204912198379 0.4387255130850036 0.03407751782426177 0.30263474073604424 0.7627887267790616 2.1936110030617675 0.0488596608066213 0.3137345781009748	1
0.43302569714155914 -0.7506300144222171 2.1314143351554096 0.1581260204307166 0.6339576440160435 -0.08216116993293876 -0.9994088910640084 -0.7246571609886758 0.8015685597425919 -1.3047632251451386	1
1.1398848863467512 -0.005786335863010361 1.478008673515323 -2.6142469352565953 -0.5046614103088969 -0.4438454576930614 1.1247186867013474 1.908162239957522 -0.3399416608121053 -0.3217409790351191	1
0.8763806350732047 1.017391080862216 0.7363095750154407 1.5780365107052388 0.5573148904424033 1.7612382471683303 1.3608841208429903 0.05976266971127564 -0.6918298995686527 -0.4546156268494117	0
2.36463943128458 0.04685562920577124 0.18760875801580268 1.6635424681293427 0.9334592148133852 -1.594710725767814 0.3033606561426227 1.7668325787232113 -0.5464003259586154 0.4076567717247348	1
1.2619115699025887 -1.1447627453575626 1.4080561894012469 1.2919747722134116 1.005013363424753 1.8852835773187955 -0.2026003144953289 -1.0221061403103866 0.7696285723799619 1.5026065543652447	0
-0.9587755221194989 -0.4701072628291749 -0.45757315175894553 0.786181838073725 -0.2400438841293886 2.2265545087331864 2.064916948013754 1.808932552762041 -0.6101273015281934 0.9811897294023004	0
0.14747080161343784 1.9628057425847434 0.35321594087770974 0.6949906491599704 0.8145596786025865 1.39362455315461 -0.43809740845119993 -0.027806795189724398 -1.3735646533674994 -1.3529042658151864	2
-1.8549537642127012 0.4531711854463256 1.7620931143557936 2.494949609979601 -0.2667687262327536 -1.8715996381067002 1.5309228645406634 0.30722043713176606 1.4540022667040748 1.2292667452454635	2
0.5462166573001429 0.47743618585702685 -0.23807273444171062 0.8004276650623099 2.2404708066913175 1.201115982030931 -0.2279711483903808 -0.05179027569859962 0.6374940681582002 -0.029647069743195087	2
-0.39026333585395956 1.0224460450465411 -0.4854265959985945 0.7279813861334055 0.2418684582096266 0.2135748721576997 -0.5006812113249353 -0.8150073180433444 -1.537335274781451 0.23171960469461722	0
0.8246798206591006 -1.3003353204641637 -1.0739437347745622 1.4963711893303615 -1.3352675399234162 -1.0518598109555508 -0.6045979320615764 -0.206936913230917 0.25842065190276226 1.127602315364126	0
1.2783139229660638 -0.11456450690138442 0.02787907143695406 -1.2694514276218383 0.3009254995432862 1.2759886359450272 0.07872150737029943 1.0013957307855206 1.9932892552547636 -0.5085247135033779	0
0.17259703033271306 0.5904759550655654 0.8365844454101641 0.5359599992724002 2.0814931322849572 0.46982428586307634 -0.5469305955681183 1.3554091754940543 1.4183142488967522 0.7969423120772308	0
1.1952296361592674 1.4689697746897101 2.2395971165150135 1.4127807577281968 1.2245853681019607 0.182856295840025 -0.11439099472492675 1.1052121627284666 -0.6100058168249936 -1.58975803065232	2
-0.1317491749494979 0.649508222840108 3.093541699662143 -0.588539206711497 0.47378038001959044 0.8007611290207309 1.2464391757716111 0.5598040173311191 -1.5845717391946805 -0.5242144228453067	0
1.0812185821235527 -0.9166219150480621 0.0531424065274988 -0.8123297590705367 -0.009383278198354383 1.5712052396195788 -0.01452639472938011 1.056498286448198 -0.9699437244812372 0.17160253034053424	0
1.2731571863652549 2.0633914641154636 0.058274928512788926 2.9937414533851388 1.53804173080546 -1.2958619305858987 0.3902355732665606 0.9622147024425922 0.5003888075675477 0.2068226841243428	2
-1.2897174912119038 1.7959507919759814 -0.6757338332680853 0.497426356829632 0.9040846606050983 0.5043142554502195 1.5332631399255452 0.4238841097711067 0.013830619533432176 1.5830736039777582	0
0.6909608228940052 0.15097090386344475 -1.0821165702146924 1.3026927734583589 -0.2288033013227032 0.8138489887404468 0.26279121337139094 1.9663886641714268 -0.2286714728150876 0.6726907506222377	2
-0.43704862048606574 1.0866738790638366 0.014291183749155334 -1.0288629586724183 0.1398678478277089 1.1907797326073346 1.3692896138827013 2.2358561126776717 -0.07256151628063645 -1.7153291130998087	1
-0.4708987359070643 1.7746476479276 0.5961746594746586 -0.19118173544680306 2.2399196906509395 -0.32622839738244025 0.611587791609311 -0.30451751052497833 0.11014016538350863 -0.5797242972660372	1
1.509313116275155 0.8104939751655162 0.7331384014362547 0.14451244036866728 1.9352403498078283 -0.5524629834134165 0.7223210088000492 2.0711559673906272 0.46023947319651426 0.38237967545716856	0
0.9442705290994764 1.2520484238132799 1.0733093772720954 -0.6165996831899623 -0.5335525997869057 0.820440200844951 1.490847534846976 0.44978904669852315 0.9914847015432184 -0.45315110204522024	2
0.8654463129576482 -0.009063529673797088 0.018776501989213046 0.8477843930029747 0.4435102249136691 1.3107582617792688 -0.49474499511428527 1.412686181242859 0.7096446839664557 1.503980848162933	1
0.1881351261805161 0.9909544868061109 0.8556967055150675 0.8685724543882771 1.806174688412736 0.7589503913416422 1.05962184980761 -0.5172291950698928 0.5156804798028329 2.299450599451858	2
-0.0010403607521108915 1.3996545634407542 1.6509941481195376 1.6403148680966448 -0.7250438654611588 1.593651419583102 -0.060252742889633115 0.6013539231229172 1.0982837169650574 0.9930970834568	1
1.476111098941527 0.6150504775897194 1.6911128592634326 0.03306115719245417 0.14297870570528876 2.405674437851166 -1.1980356484404535 -0.31396814537471474 1.108989829644071 0.5777696410652614	1
-1.3424222103606038 1.9850397067346883 0.5704868498532181 0.2640230498074905 1.7828751065146162 -0.7527230259716204 1.2164608189262751 0.5068353562635257 1.398599414862788 0.4463510104477339	2
-0.3200824223375406 -0.573657393655391 1.5214336137769051 0.4570317475006532 1.6655515374483034 -0.2928973366983473 2.4905396126366903 0.9396225660638418 0.4533374712231893 -0.14244688962874985	2
1.4002047701131746 -0.5276969053337977 0.7304446205675124 0.675651510491594 1.109584151305947 0.7758822001159216 0.2578713171459001 0.43760443284530937 1.6467597961279792 0.012925625091938064	1
-0.5901762812215396 1.4212568973128843 0.4586009357155088 -0.23139273356154533 0.016802081756795206 2.3450347295976286 -0.10358797509697537 -0.2661628849766535 -0.43191473883372056 0.8586491311159834	0
1.8055506135056332 0.25864380285504773 -0.40636611138868883 0.8608645077495438 -0.32051021512549227 2.4755960486873216 1.6043589721404792 2.18389309722255 -0.9132132307842211 1.4126388446256344	2
1.3381857789836362 2.368049215315985 -1.6103852435125896 2.8815930298357166 0.5641434276796589 0.7812753548123013 -0.6251206738613693 0.9165431777266213 1.7956340047159698 -0.5428830194941916	0
1.9126604653226829 -1.6360358401074686 -0.04072493203817984 0.028348800225414028 -1.0770129693289288 0.26176588276807156 0.6346094057751611 0.5903395292822985 0.6517197739001708 0.5253229555033213	0
0.5062892271903886 -0.33772501652451237 0.699004583649107 1.3685981222246957 2.2374320770318334 0.4848403099913591 2.8211074307567015 -1.179694136362832 -0.8485027167403565 0.2724880095052822	2
0.5028090506592113 -1.9999975760973268 -0.8077851229121202 -0.7187764874105271 0.21951167972606744 -1.4026975421276888 0.1545612886964582 0.37414018690131035 -0.009538311909018993 -0.8403950381690928	0
-0.2688936848388427 -0.33284795157338976 2.6062979613797475 0.04008999701196597 0.9975528935294533 1.2632304886555323 0.846764599533756 2.830579529989503 1.5788755080279067 0.5738658453349297	2
-0.7419494196116181 1.4974297062868436 -0.3257318074214204 -0.0991212381916603 -0.7420482368894568 -0.7427025998041863 1.3588161334863664 0.4775694975386674 -0.09735062866536559 1.411218116760446	2
0.03646534526503259 1.8086829092301837 0.16535577267678642 0.5353801992720459 -0.8979106863963005 0.08735015382253986 0.3166425522902069 0.6612501768071094 -0.11705346393135319 1.1456260112648557	1
1.3617052435772807 2.962275909540141 -0.09110289097752788 0.6353468348972546 -0.47752333923224777 0.03632482891405642 -0.11591644761700548 0.9155085097933302 0.6374841166388767 -0.9469677306191009	2
0.4191021783452736 0.9703488091910593 0.1284294865136419 0.7860155087303832 1.6557265321258725 -0.1874477677855907 0.16608981784836174 0.1341313049497207 0.5565835017916113 1.2310346891824417	0
0.13565110152226417 0.8896200818731198 -1.574873960319871 3.2046146836706124 1.6451683277132207 1.2440543999367089 1.3164968887547417 1.2517456096397641 0.8307731560100264 -0.4860819326904158	2
0.6794237381532843 -1.0269260386774648 0.15722603743901398 1.0295781273179492 1.915493081051079 2.4666764291809846 1.7597928550216535 0.3495132260916499 -0.4888879124467773 0.9899733235004415	2
0.22709639574719032 0.8575803802999415 2.0956582275512425 1.1199196035539043 0.4516162456215241 -0.23370574540222522 0.4318468973018187 0.8598970811171656 1.3182333235041483 -0.871457595470507	2
0.6321461886693943 2.1054980867551802 0.4287167151231962 -0.6254211157241405 1.2866160441019578 2.2532528668381953 1.897443632873014 1.076255669534487 -1.2930973565281423 0.09150522610608358	1
0.5457337989032507 0.967051089013359 -0.38326288830135413 0.9424026852272803 1.3975593738163514 1.7139348440847386 3.7538476586511296 0.35395980016621564 0.02982226813687644 3.4043115796527554	2
0.047539233093037536 -0.03203145145312236 1.6336449013938374 0.9041170813405337 -1.0373134233769103 0.2005678526076955 0.3942978531926017 1.3990014776862103 2.493015067768679 1.0338570452270393	1
0.9661629601200621 1.1050071946662485 0.7302711342632793 -1.2853332866007645 1.510557441382417 1.3409316393242452 0.5737959767405441 1.146085475780287 0.556154827554781 0.2735362023425046	0
1.1632375958848178 1.1845968902958974 0.29724310221256456 0.22941261808249575 -0.12997521432812764 1.2709807575701602 0.34129310566424176 -0.14057005143231838 2.1454262021695834 2.0899432466276333	2
-0.6701889367396185 0.15092271286119124 -0.08799576723034874 2.5803179856470373 1.1891077573307491 0.3593421559449173 -1.2222400768170771 -1.1865046789779088 -0.14339504064937825 -0.025609108806789016	1
1.1958247712719523 -0.33109603879525606 -0.6329422311427719 2.1855005836387784 0.6837109503340375 0.2459360338504627 0.22134357018034057 1.1277975752853924 -0.7464810658275722 0.2761945451631003	1
0.8079452687845274 1.4582884336994368 0.13143280044251338 0.7316952291538847 0.11378944769049126 0.2483114564962533 0.9750724324769893 2.184833543553503 -0.12111848200850306 0.660769033596136	1
-0.3732097099394813 1.453484780833231 2.4468944643953807 0.2712840111126218 0.37252614433724585 1.0355683357189969 1.6083656878792414 0.8474580458550126 -0.6859028140884911 0.5162761951300827	0
0.915489221373274 0.9472977119202388 -0.17376962593238243 1.328385597139266 -0.6611181476586121 0.6612196822854013 1.5597867019028084 1.0080911669756025 2.494813546629972 0.654679440761004	1
0.08996377916220916 -0.23768809044647043 0.6578946360656801 -0.2139617169219996 0.9673692486969764 -0.16024689857439778 1.0899639223393007 0.8055087922432633 1.465788343083358 2.1690328102620846	0
0.04276040352259147 1.246488093216187 0.8633017101228857 1.251984807762471 1.3749929898946043 0.41124702691430093 1.385735935781692 0.12571652752253187 0.2007873004949146 2.2309773620282787	2
1.8724006599055234 1.5626149647750915 1.9954905995475412 1.0993523784327457 0.925356966878671 0.8327428446837286 -0.06800645497581637 0.4422750091454908 1.698094405852902 -1.5594658708749711	2
1.4260034187416757 2.554209676868636 -1.932053573456165 0.15114093302365483 1.1954032363260745 -0.13537908756698636 2.0265388880995383 1.1674961501740841 2.810212744230708 0.8087739967088332	0
-0.1186603853849515 1.1955741753612417 0.9705960996385923 -0.2565982957690549 1.8747913925451813 0.3928283005745257 2.2267589167995876 1.5578666381273065 -0.4477875659699412 1.1852245384382953	2
1.5722418296707896 0.4651469314698328 -0.30897745997139126 0.3275547536893737 1.0335680084727494 0.696205845832366 0.18692099310057436 -1.2826445763790768 -1.5272796546816703 1.0606085428833725	0
-0.7227437227564453 2.360103867979321 -0.21375422712952086 0.2092565706730372 1.5329540301143172 0.6306628394960497 -1.3718826737900074 -0.7180714685928851 -0.15335825013991022 0.5031742589019392	0
-0.7318953432778035 0.35546329712284075 1.7638449130371308 -0.12289364151950588 0.6976403256584676 0.031639152030814244 0.47574306652957626 0.9397181621515467 1.0041530457217744 0.5693915939805848	1
1.3458277916291532 0.9373924627463628 1.7305787555779844 1.219763324746741 0.7992485789927621 1.0467444280907838 0.5817004292653418 0.05125184693733237 1.7454093771130306 0.40851111212184643	1
-0.02517085615065051 0.6534247003473789 -0.238923093412012 0.20282421823273017 0.3242612896727174 0.6710562773405183 2.057297294355282 -0.22754319492732233 -1.0687833522128027 2.0728352535658905	0
0.2610413060849398 0.18186337590194607 -0.3415051634502053 0.886426350201992 2.428827226773553 -0.38792488107592427 -0.32945086698164916 -0.9838628935531788 1.3906605625729833 0.4126768941754156	0
-0.49457470378676494 -0.5539200890134273 1.3517446296352738 -0.48289434053210556 -0.5199095011199795 0.10436314605256497 -1.887144547253134 1.3280967856781722 0.10680755960817528 0.26933459644592905	1
0.0743922894069366 -0.6300290406547793 0.25675316429089995 0.19655944798085828 0.4208120333407225 0.8262403022100664 -0.7511388973392261 1.6499892611040123 -0.15533719868804075 0.9686788165803553	0
1.9772772379721293 0.08548049106318073 -0.02930552778706841 -0.36499209417862943 1.107792740326326 0.9764512963412806 -1.2278066431716677 0.7944818825373876 2.210819276793929 0.3280740188549958	1
-0.25350711970712936 0.22817513675967693 -0.20460335026378706 0.7399102176937424 1.8484737140648009 -0.36110825735753005 1.7726078702930648 2.429741205854032 -0.19142030680004374 1.4355438356119445	1
-0.26676893034408666 1.684580868037376 1.2316263872854347 2.360953803173233 -0.67063010610382 0.3294559594335364 1.1462332869000225 -0.4433609356927697 0.4664070186028355 1.2486515332629118	1
1.126859094882915 1.1925799983915328 -0.638554874558594 1.9295781125935316 -0.42406677021004846 -1.7438600870959786 2.3464241351382817 2.3042596873840497 0.6788463965084112 1.343141550710587	2
-1.1331573977569318 0.10330370464486871 -0.1879077267834146 2.3162125517633463 0.36953142228743496 -0.6754730662978781 1.2718447129729338 0.9376753622173486 0.8056200742534463 0.4562718664209729	2
2.2781721235600276 0.9461464015639596 -1.5903136841563614 1.016449311364735 0.9249687120374628 0.14058172718714979 1.512994856409884 2.1467295010188145 -0.24016729910101764 -0.13966209831103615	2
-0.44139566571082445 2.40385063090301 1.6920626147630717 0.5721360974367938 0.9700342066880564 -0.547462269949202 -0.5651817080603383 0.020737631733552475 1.317428335323687 0.9282672004367873	1
-0.6154022033911186 0.7755576020232743 1.9977576491686688 0.25599725020610625 1.8511758234298463 0.3316390402689331 0.9597113776571509 1.294456281896351 -0.7922289265267324 -0.6261233419275487	0
0.10249987399815258 0.6925876580443624 -0.8332411072470984 -1.1238769600619691 0.3754789254353403 -0.9205543401449046 0.6868506847392519 -0.486801426127636 -0.3618134936674976 0.6997129878902772	0
0.7595928011789193 -0.0689548554281143 0.32842833653323195 -0.16413643041715842 -0.5748399984754446 0.5631114828395787 0.072240546650435 -0.9513359881322352 -0.7492929912614705 0.03897119754881301	1
0.34316818748352207 2.869254213824763 0.33143317057357125 1.001920800391329 -0.9004471179330553 -1.297820934333501 2.756619010353491 -1.9927286182697634 1.447980926724475 2.0958762719130144	1
0.7078213690942184 1.0816486694018477 1.5418582974796342 1.1555478959391268 1.6294495633264967 -2.2489749032912165 0.7263105005605761 -1.4611923355774323 -1.3344569548780507 -0.08793386463441777	1
-0.9450674315038139 2.360358727128011 1.3785839051147106 0.1144572205531092 1.359128409654287 -0.5951463612059906 1.018373299611985 0.5426049975250636 -1.1201901556929665 0.5044055843462042	0
0.8311199834848088 0.9306246287073856 0.6270024738228044 0.5814888172734634 0.1714254812473734 -1.0134796379808015 -0.1372650530905708 -0.8250197958289804 -1.6152542296090857 1.220584915012251	0
0.029161602912325668 2.1625571574667735 -0.34923778675624984 0.18834366665021013 0.5168609260630379 0.7113930842164684 1.4867498227797586 -1.0241160548657493 -1.0103569957692586 1.1645846490873022	0
0.9175084390338855 -0.10368373460278357 0.659456626788685 0.36389518483036326 0.1252419895933672 -0.19320674329461196 0.8554590059893681 1.235819171102439 0.8429858028185634 -0.41206228232021114	1
1.8764308233695588 -1.6820134715047819 -0.6551337581391414 0.1274639386056231 0.38464503526942895 0.5866030854413895 1.538405689422291 1.419939123774226 -1.1401674468182459 0.7846326860785209	0
-0.10591376884332626 1.678377038834204 1.8636098629872135 1.792153273474461 -0.163777868939321 2.8965943746504386 0.9698226549942177 1.3789005952832212 -0.5091584303723335 0.10938746886390976	2
0.48225836602157657 1.7764704698647464 0.6030465706426941 1.9712958909180485 0.8298858407905569 0.6054091290867489 0.5758539782909518 0.5633907529356655 0.9534405940792604 1.0464808269778751	0
0.26696849903530706 0.29473442315810416 0.778279544262229 0.049681674056115344 0.6102547372007397 1.8561222734454212 1.5863645081308584 1.0202572748505518 0.513134236404703 -0.6031113379889466	1
1.8830788617257852 0.3693291582011813 2.3426090257518366 0.09254295093335507 -1.9312403084710938 -0.6950015861652563 -1.4481012535043885 0.6605234930821122 -0.03626983316277266 0.8058599583703121	1
1.7143628862502593 1.62324283993453 -0.2550276377257632 2.097650151142079 0.6321727122922207 1.1169261525494445 0.9826651038121296 -1.1407993087876829 1.803914361552126 0.9132891599584705	0
0.36976901293500414 2.3979806198490907 0.5042282556802375 2.61037706418193 -0.08389114431152267 -0.15071029064483688 -0.3911776356896699 -0.8650838752609451 0.8037094072189905 0.3448103819249719	0
0.9993865918131586 -0.1164864465397879 1.2238353059137412 0.3701833852343252 -1.1999986431084837 0.7971536677151986 0.0457377774511013 1.9185015722162542 1.27159494848586 1.7959170469914632	1
-0.6745125353202166 0.24233858883177678 0.45277590258000694 -0.5220429785555427 1.3542110158343115 1.1431172646735983 1.3109978129347972 -0.662538500862158 -0.7358625943825279 0.2043662765571576	0
-0.9520659538955214 1.9726994682618402 0.043549903500290754 -0.10652244889460893 -0.30466540698621736 -0.15892768012496572 2.6354858522645213 -0.20391736793410364 -0.07779230939874493 1.1467828894160905	0
1.4734682433962754 0.6982956151548059 0.710766990609459 0.6409183079370789 0.9571180407439406 -0.4594122270606371 0.2951104840974699 -0.5408774136701189 1.5843345374065658 -0.9311586525569868	0
-0.3418872174604527 -0.6612086865781936 0.3698066374331511 0.6602787255703395 2.6704331889033215 2.3739522482843345 2.5176558975094014 0.9788990729536897 0.25029159370481935 -0.881505782493651	1
-1.058860300910323 -0.0007863002952370746 -1.147205947835871 -0.8292308075449337 1.5714212236368346 0.17707105536267304 -0.43423831019942416 2.468622435501085 -0.02125270349655528 0.5722556876246125	0
-0.9034033595992326 1.2689776882059758 0.8228822456486555 0.3624728422301821 -0.40436523587258544 0.7764067808848452 -0.3902928814954306 0.6998189090192521 0.6794050370613378 -0.6381071928409252	1
-0.5860130946986732 3.519849367993322 0.733037179734179 -2.163578181434943 0.45885916192975035 3.0714689119118392 0.7339301755787023 0.7668424176681776 -0.2285446259502374 0.07748345951708324	0
0.5225373217564211 1.324947992632913 0.744874551521979 1.305802152908325 1.9734279201055422 0.4091485621815066 0.2966591657224665 1.3981727771158068 1.361449134416084 2.094549680824171	0
0.4901314783467575 -0.36009745887743594 -0.05313261771967237 1.6441625418370729 -0.6733441551377815 0.9590873468348067 1.6326300631406456 1.0224287251173263 1.2205637297003218 -0.5146239852481813	1
0.7460933032606829 0.8648259576545975 -0.31377071511016796 -0.9943272750926202 2.151603160263696 0.6575500905844237 0.7656592370130104 0.42481211812423203 -0.3761932226461565 0.5373794412343842	0
1.3826185960284119 -0.284415501131845 1.2517398925822194 0.8856961698495449 -1.0781739083911495 -0.013543453680888051 -0.8074578291704761 2.068726975195104 0.01403627543890934 1.621441980759642	0
-0.7845951006170866 -0.05038860558702063 0.9125521649644771 2.110693398809545 0.4341603874704433 1.1189509431280351 0.4738466895932698 0.007337292818646646 -0.9007056454215079 1.0126022975530025	1
1.234244898313722 0.8378481712079614 1.2219856428802673 -0.09387256830416157 0.47022314829959677 0.047534618371471105 0.4640824526486359 -0.8948787332656718 2.1691110267325264 1.4747504120706276	2
-0.27616530874585343 -0.3153797986591049 1.4667316785802293 -1.1346971768469527 1.8867975571573696 1.6270256457230243 -1.3050869815282373 0.43509847401405666 1.0114753325984356 1.9965494880054397	1
-0.7556205476567661 3.292831121630111 -1.1083213665549996 1.1547006874901244 -0.09418246246315587 0.7394118552197595 1.0692675146604596 1.6085889800112532 -1.3214811326232363 0.9809356374277923	1
-0.5761531246658167 0.06358472687108718 -0.005591260281642363 1.2539074019923968 0.12934674338827645 -0.7199030162641384 1.075061731081257 0.39972132430701723 0.48876514319157216 -0.49401480694528344	1
0.9394192683110247 -0.48641002858974736 0.569564460139374 0.7383946243635269 -0.22795317798381642 1.2065194744194265 0.41295219360314195 -0.9735917137169405 0.10985477314484571 0.0960898470785953	0
0.5774111023832372 0.9106113568643373 0.3052125121842625 0.7255066901800944 1.8610319172264904 0.3933975669511514 0.07279699835303677 0.8470502492809233 -0.10241199635566589 0.6542826629214619	2
0.33208242853164194 0.5670466931841539 0.6229041639220274 0.771680539086026 -0.7742623250707517 1.5059498352753982 0.4253684842267356 1.1656973263101165 0.6432820679265167 0.17738230356461587	2
-0.2872240682738231 1.4051907706092972 0.9183457691889112 2.8136746124035428 0.4136516618225744 1.5676458727448712 0.05319537618447112 -0.3718536017349058 -0.07917973981870452 -1.5781249927219476	2
0.9896708690784172 1.905587085212888 0.08756834258416818 -0.7330059081264237 -0.3666019007907606 0.08478911866924177 -1.5956535393058098 -0.7269911536879521 0.08285596631116088 0.08035806355884717	0
1.1214838069303066 0.13865369277041584 1.7796173508513984 1.3802934678100574 -2.1302683943435694 -0.939038308678569 1.3876303996539985 1.1383658222095914 1.8504281760923509 1.3425282311804234	2
1.1373028561309435 0.8719715243832263 0.641420051800218 1.2009349055088974 -0.6290252689909319 -1.2195886961540374 2.308344057784965 0.6004703805126238 -0.9806102197430222 0.8588958573978498	0
0.8873033414538072 0.5955398494665027 -1.4087088778093364 0.8218080052912404 1.9389674885487371 -0.950077388514095 0.006588784805215242 -1.066171745373319 0.2686326945180267 1.6243488007761089	1
